score	address	name	body_bytes	evidence	reviewed	compat_modeled	default_name	product_string_count	business_neighbor_count	callers	callees	example_string	file
14	10401478	thunk_EXT_FUN_0012aad8	4	direct_call_neighbor	0	0	1	0	3	5	0		functions/10401478_thunk_EXT_FUN_0012aad8.c
13	102322f4	FUN_102322f4	34	direct_call_neighbor	0	0	1	0	2	1	4		functions/102322f4_FUN_102322f4.c
13	102660ce	FUN_102660ce	34	direct_call_neighbor	0	0	1	0	2	50	1		functions/102660ce_FUN_102660ce.c
13	10269920	FUN_10269920	52	direct_call_neighbor	0	0	1	0	2	202	0		functions/10269920_FUN_10269920.c
13	1026bd48	FUN_1026bd48	50	direct_call_neighbor	0	0	1	0	2	8	1		functions/1026bd48_FUN_1026bd48.c
13	1028f4b8	FUN_1028f4b8	32	direct_call_neighbor	0	0	1	0	2	24	2		functions/1028f4b8_FUN_1028f4b8.c
13	102baea8	FUN_102baea8	552	direct_call_neighbor	0	0	1	0	1	11	5		functions/102baea8_FUN_102baea8.c
13	103006ac	FUN_103006ac	512	direct_call_neighbor	0	0	1	0	1	2	7		functions/103006ac_FUN_103006ac.c
13	10309080	lnv_ble_test_main	582	direct_call_neighbor	0	0	0	0	1	0	25		functions/10309080_lnv_ble_test_main.c
13	1030b4c4	FUN_1030b4c4	640	direct_call_neighbor	0	0	1	0	1	0	26		functions/1030b4c4_FUN_1030b4c4.c
13	10310c38	FUN_10310c38	638	direct_call_neighbor	0	0	1	0	1	2	8		functions/10310c38_FUN_10310c38.c
13	1031583a	FUN_1031583a	52	direct_call_neighbor	0	0	1	0	2	16	2		functions/1031583a_FUN_1031583a.c
13	10315dd2	FUN_10315dd2	50	direct_call_neighbor	0	0	1	0	2	78	2		functions/10315dd2_FUN_10315dd2.c
13	10316844	FUN_10316844	818	direct_call_neighbor	0	0	1	0	1	4	12		functions/10316844_FUN_10316844.c
13	10319254	FUN_10319254	32	direct_call_neighbor	0	0	1	0	2	7	1		functions/10319254_FUN_10319254.c
13	10319344	FUN_10319344	32	direct_call_neighbor	0	0	1	0	2	7	1		functions/10319344_FUN_10319344.c
13	103c5b18	FUN_103c5b18	54	direct_call_neighbor	0	0	1	0	2	1	4		functions/103c5b18_FUN_103c5b18.c
13	103c8cd4	FUN_103c8cd4	54	direct_call_neighbor	0	0	1	0	2	2	3		functions/103c8cd4_FUN_103c8cd4.c
13	103d0798	FUN_103d0798	942	direct_call_neighbor	0	0	1	0	1	1	10		functions/103d0798_FUN_103d0798.c
13	103d0b58	FUN_103d0b58	538	direct_call_neighbor	0	0	1	0	1	1	9		functions/103d0b58_FUN_103d0b58.c
13	103d3044	FUN_103d3044	44	direct_call_neighbor	0	0	1	0	2	2	2		functions/103d3044_FUN_103d3044.c
13	103d7324	FUN_103d7324	48	direct_call_neighbor	0	0	1	0	2	2	1		functions/103d7324_FUN_103d7324.c
13	103db494	FUN_103db494	40	direct_call_neighbor	0	0	1	0	2	0	2		functions/103db494_FUN_103db494.c
13	103dcaec	FUN_103dcaec	40	direct_call_neighbor	0	0	1	0	2	2	2		functions/103dcaec_FUN_103dcaec.c
13	103dcb24	FUN_103dcb24	46	direct_call_neighbor	0	0	1	0	2	1	3		functions/103dcb24_FUN_103dcb24.c
13	103dcdb0	FUN_103dcdb0	34	direct_call_neighbor	0	0	1	0	2	2	0		functions/103dcdb0_FUN_103dcdb0.c
13	103dd188	FUN_103dd188	36	direct_call_neighbor	0	0	1	0	2	1	2		functions/103dd188_FUN_103dd188.c
13	103dd1f4	FUN_103dd1f4	60	direct_call_neighbor	0	0	1	0	2	1	4		functions/103dd1f4_FUN_103dd1f4.c
13	103dd248	FUN_103dd248	46	direct_call_neighbor	0	0	1	0	2	3	4		functions/103dd248_FUN_103dd248.c
13	103e0224	FUN_103e0224	36	direct_call_neighbor	0	0	1	0	2	0	3		functions/103e0224_FUN_103e0224.c
13	103e0250	FUN_103e0250	36	direct_call_neighbor	0	0	1	0	2	0	3		functions/103e0250_FUN_103e0250.c
13	103e3e6c	FUN_103e3e6c	616	direct_call_neighbor	0	0	1	0	1	1	24		functions/103e3e6c_FUN_103e3e6c.c
13	103e7bfc	FUN_103e7bfc	56	direct_call_neighbor	0	0	1	0	2	4	1		functions/103e7bfc_FUN_103e7bfc.c
13	103e7c94	FUN_103e7c94	38	direct_call_neighbor	0	0	1	0	2	4	2		functions/103e7c94_FUN_103e7c94.c
13	103e7d4c	FUN_103e7d4c	62	direct_call_neighbor	0	0	1	0	2	3	2		functions/103e7d4c_FUN_103e7d4c.c
13	103e7df8	FUN_103e7df8	58	direct_call_neighbor	0	0	1	0	2	4	2		functions/103e7df8_FUN_103e7df8.c
13	103eb97c	FUN_103eb97c	56	direct_call_neighbor	0	0	1	0	2	2	2		functions/103eb97c_FUN_103eb97c.c
13	103fd2d4	FUN_103fd2d4	582	direct_call_neighbor	0	0	1	0	1	2	9		functions/103fd2d4_FUN_103fd2d4.c
13	103fe778	FUN_103fe778	62	direct_call_neighbor	0	0	1	0	2	10	2		functions/103fe778_FUN_103fe778.c
13	103ff08c	FUN_103ff08c	712	direct_call_neighbor	0	0	1	0	1	1	19		functions/103ff08c_FUN_103ff08c.c
12	101c43e8	FUN_101c43e8	304	direct_call_neighbor	0	0	1	0	1	1	3		functions/101c43e8_FUN_101c43e8.c
12	101c4b88	FUN_101c4b88	20	direct_call_neighbor	0	0	1	0	2	3	0		functions/101c4b88_FUN_101c4b88.c
12	101c5508	FUN_101c5508	16	direct_call_neighbor	0	0	1	0	2	2	1		functions/101c5508_FUN_101c5508.c
12	1023015c	FUN_1023015c	360	direct_call_neighbor	0	0	1	0	1	1	13		functions/1023015c_FUN_1023015c.c
12	1023260c	FUN_1023260c	20	direct_call_neighbor	0	0	1	0	2	1	2		functions/1023260c_FUN_1023260c.c
12	10240176	FUN_10240176	278	direct_call_neighbor	0	0	1	0	1	2	2		functions/10240176_FUN_10240176.c
12	1024cd3c	lnv_debounce_timer	332	direct_call_neighbor	0	0	0	0	1	2	17		functions/1024cd3c_lnv_debounce_timer.c
12	1024e470	FUN_1024e470	346	semantic_review,compat_trace	1	1	1	0	1	1	1		functions/1024e470_FUN_1024e470.c
12	102592c0	FUN_102592c0	344	direct_call_neighbor	0	0	1	0	1	1	10		functions/102592c0_FUN_102592c0.c
12	1025d65c	FUN_1025d65c	274	direct_call_neighbor	0	0	1	0	1	10	12		functions/1025d65c_FUN_1025d65c.c
12	10265994	FUN_10265994	22	direct_call_neighbor	0	0	1	0	2	16	0		functions/10265994_FUN_10265994.c
12	102659d2	FUN_102659d2	20	direct_call_neighbor	0	0	1	0	2	24	0		functions/102659d2_FUN_102659d2.c
12	1026605a	FUN_1026605a	22	direct_call_neighbor	0	0	1	0	2	17	2		functions/1026605a_FUN_1026605a.c
12	10269906	FUN_10269906	26	direct_call_neighbor	0	0	1	0	2	14	0		functions/10269906_FUN_10269906.c
12	1026fcd0	FUN_1026fcd0	282	direct_call_neighbor	0	0	1	0	1	1	7		functions/1026fcd0_FUN_1026fcd0.c
12	10274514	FUN_10274514	286	direct_call_neighbor	0	0	1	0	1	4	10		functions/10274514_FUN_10274514.c
12	10300b24	FUN_10300b24	434	direct_call_neighbor	0	0	1	0	1	2	6		functions/10300b24_FUN_10300b24.c
12	103158a2	FUN_103158a2	22	direct_call_neighbor	0	0	1	0	2	21	2		functions/103158a2_FUN_103158a2.c
12	10315938	FUN_10315938	28	direct_call_neighbor	0	0	1	0	2	21	2		functions/10315938_FUN_10315938.c
12	10318b30	FUN_10318b30	430	direct_call_neighbor	0	0	1	0	1	5	9		functions/10318b30_FUN_10318b30.c
12	10319274	FUN_10319274	22	direct_call_neighbor	0	0	1	0	2	8	1		functions/10319274_FUN_10319274.c
12	103192d6	FUN_103192d6	22	direct_call_neighbor	0	0	1	0	2	4	1		functions/103192d6_FUN_103192d6.c
12	10319364	FUN_10319364	22	direct_call_neighbor	0	0	1	0	2	3	1		functions/10319364_FUN_10319364.c
12	10327eac	FUN_10327eac	28	direct_call_neighbor	0	0	1	0	2	15	2		functions/10327eac_FUN_10327eac.c
12	10327f1c	FUN_10327f1c	398	direct_call_neighbor	0	0	1	0	1	4	7		functions/10327f1c_FUN_10327f1c.c
12	10333520	FUN_10333520	24	direct_call_neighbor	0	0	1	0	2	16	2		functions/10333520_FUN_10333520.c
12	1034ced0	FUN_1034ced0	258	direct_call_neighbor	0	0	1	0	1	4	3		functions/1034ced0_FUN_1034ced0.c
12	10371010	FUN_10371010	24	direct_call_neighbor	0	0	1	0	2	3	1		functions/10371010_FUN_10371010.c
12	103c4e98	FUN_103c4e98	306	direct_call_neighbor	0	0	1	0	1	1	14		functions/103c4e98_FUN_103c4e98.c
12	103c524c	FUN_103c524c	30	direct_call_neighbor	0	0	1	0	2	2	0		functions/103c524c_FUN_103c524c.c
12	103c532e	FUN_103c532e	24	direct_call_neighbor	0	0	1	0	2	2	1		functions/103c532e_FUN_103c532e.c
12	103c61e4	FUN_103c61e4	20	direct_call_neighbor	0	0	1	0	2	2	0		functions/103c61e4_FUN_103c61e4.c
12	103c73d0	FUN_103c73d0	30	direct_call_neighbor	0	0	1	0	2	5	3		functions/103c73d0_FUN_103c73d0.c
12	103c7420	FUN_103c7420	18	direct_call_neighbor	0	0	1	0	2	6	1		functions/103c7420_FUN_103c7420.c
12	103c86d0	FUN_103c86d0	28	direct_call_neighbor	0	0	1	0	2	2	2		functions/103c86d0_FUN_103c86d0.c
12	103c8912	FUN_103c8912	20	direct_call_neighbor	0	0	1	0	2	2	2		functions/103c8912_FUN_103c8912.c
12	103c9bd8	FUN_103c9bd8	20	direct_call_neighbor	0	0	1	0	2	2	2		functions/103c9bd8_FUN_103c9bd8.c
12	103cff30	FUN_103cff30	370	direct_call_neighbor	0	0	1	0	1	1	2		functions/103cff30_FUN_103cff30.c
12	103d03d0	FUN_103d03d0	278	direct_call_neighbor	0	0	1	0	1	1	4		functions/103d03d0_FUN_103d03d0.c
12	103d0530	FUN_103d0530	336	direct_call_neighbor	0	0	1	0	1	2	5		functions/103d0530_FUN_103d0530.c
12	103d0e62	FUN_103d0e62	18	direct_call_neighbor	0	0	1	0	2	2	0		functions/103d0e62_FUN_103d0e62.c
12	103d0f64	FUN_103d0f64	26	direct_call_neighbor	0	0	1	0	2	2	0		functions/103d0f64_FUN_103d0f64.c
12	103d24c4	FUN_103d24c4	18	semantic_review,compat_trace	1	1	1	0	2	2	0		functions/103d24c4_FUN_103d24c4.c
12	103d3d40	FUN_103d3d40	28	direct_call_neighbor	0	0	1	0	2	1	1		functions/103d3d40_FUN_103d3d40.c
12	103d3f30	FUN_103d3f30	30	direct_call_neighbor	0	0	1	0	2	1	1		functions/103d3f30_FUN_103d3f30.c
12	103d9c5c	FUN_103d9c5c	30	semantic_review,compat_trace	1	1	1	0	2	2	2		functions/103d9c5c_FUN_103d9c5c.c
12	103dbe00	FUN_103dbe00	30	direct_call_neighbor	0	0	1	0	2	2	1		functions/103dbe00_FUN_103dbe00.c
12	103dc398	FUN_103dc398	16	direct_call_neighbor	0	0	1	0	2	4	0		functions/103dc398_FUN_103dc398.c
12	103dc618	FUN_103dc618	30	semantic_review,compat_trace	1	1	1	0	2	3	1		functions/103dc618_FUN_103dc618.c
12	103dd4a4	FUN_103dd4a4	330	direct_call_neighbor	0	0	1	0	1	0	9		functions/103dd4a4_FUN_103dd4a4.c
12	103e3200	FUN_103e3200	16	direct_call_neighbor	0	0	1	0	2	2	0		functions/103e3200_FUN_103e3200.c
12	103e581c	FUN_103e581c	26	direct_call_neighbor	0	0	1	0	2	1	2		functions/103e581c_FUN_103e581c.c
12	103e5a62	FUN_103e5a62	404	direct_call_neighbor	0	0	1	0	1	3	2		functions/103e5a62_FUN_103e5a62.c
12	103e8cb8	FUN_103e8cb8	24	direct_call_neighbor	0	0	1	0	2	2	1		functions/103e8cb8_FUN_103e8cb8.c
12	103e8cdc	FUN_103e8cdc	24	direct_call_neighbor	0	0	1	0	2	2	1		functions/103e8cdc_FUN_103e8cdc.c
12	103fb424	FUN_103fb424	30	direct_call_neighbor	0	0	1	0	2	16	1		functions/103fb424_FUN_103fb424.c
12	103fbb84	FUN_103fbb84	22	direct_call_neighbor	0	0	1	0	2	1	1		functions/103fbb84_FUN_103fbb84.c
12	103fdf24	FUN_103fdf24	26	direct_call_neighbor	0	0	1	0	2	12	1		functions/103fdf24_FUN_103fdf24.c
11	101c6398	FUN_101c6398	170	direct_call_neighbor	0	0	1	0	1	0	11		functions/101c6398_FUN_101c6398.c
11	101c6770	FUN_101c6770	170	direct_call_neighbor	0	0	1	0	1	0	11		functions/101c6770_FUN_101c6770.c
11	101c6b7c	FUN_101c6b7c	170	direct_call_neighbor	0	0	1	0	1	0	11		functions/101c6b7c_FUN_101c6b7c.c
11	10233974	FUN_10233974	246	semantic_review,compat_trace	1	1	1	0	1	0	4		functions/10233974_FUN_10233974.c
11	1023fadc	FUN_1023fadc	184	direct_call_neighbor	0	0	1	0	1	2	8		functions/1023fadc_FUN_1023fadc.c
11	10249f4c	hal_gpio_setup_irq	236	direct_call_neighbor	0	0	0	0	1	11	8		functions/10249f4c_hal_gpio_setup_irq.c
11	1024eb68	FUN_1024eb68	198	semantic_review,compat_trace	1	1	1	0	1	4	4		functions/1024eb68_FUN_1024eb68.c
11	10252454	hal_sdmmc_sleep_card	134	direct_call_neighbor	0	0	0	0	1	2	5		functions/10252454_hal_sdmmc_sleep_card.c
11	102524f0	hal_sdmmc_awake_card	208	direct_call_neighbor	0	0	0	0	1	3	5		functions/102524f0_hal_sdmmc_awake_card.c
11	10257084	FUN_10257084	244	direct_call_neighbor	0	0	1	0	1	3	6		functions/10257084_FUN_10257084.c
11	102573b0	hal_usb_ep0_data_in_stage	168	direct_call_neighbor	0	0	0	0	1	1	3		functions/102573b0_hal_usb_ep0_data_in_stage.c
11	1025a530	FUN_1025a530	160	direct_call_neighbor	0	0	1	0	1	38	6		functions/1025a530_FUN_1025a530.c
11	1026552c	FUN_1026552c	14	direct_call_neighbor	0	0	1	0	2	4	1		functions/1026552c_FUN_1026552c.c
11	10267fb8	FUN_10267fb8	10	direct_call_neighbor	0	0	1	0	2	7	1		functions/10267fb8_FUN_10267fb8.c
11	10268414	FUN_10268414	14	direct_call_neighbor	0	0	1	0	2	9	0		functions/10268414_FUN_10268414.c
11	10268464	FUN_10268464	14	direct_call_neighbor	0	0	1	0	2	161	1		functions/10268464_FUN_10268464.c
11	1026849c	FUN_1026849c	14	direct_call_neighbor	0	0	1	0	2	22	1		functions/1026849c_FUN_1026849c.c
11	1026895c	FUN_1026895c	250	direct_call_neighbor	0	0	1	0	1	53	4		functions/1026895c_FUN_1026895c.c
11	1026ba18	FUN_1026ba18	218	direct_call_neighbor	0	0	1	0	1	5	8		functions/1026ba18_FUN_1026ba18.c
11	1026f464	FUN_1026f464	140	direct_call_neighbor	0	0	1	0	1	1	13		functions/1026f464_FUN_1026f464.c
11	10272c10	FUN_10272c10	160	direct_call_neighbor	0	0	1	0	1	2	6		functions/10272c10_FUN_10272c10.c
11	1028f10c	FUN_1028f10c	186	direct_call_neighbor	0	0	1	0	1	6	8		functions/1028f10c_FUN_1028f10c.c
11	102903b0	FUN_102903b0	136	direct_call_neighbor	0	0	1	0	1	46	7		functions/102903b0_FUN_102903b0.c
11	1029f518	FUN_1029f518	188	direct_call_neighbor	0	0	1	0	1	5	6		functions/1029f518_FUN_1029f518.c
11	102add88	FUN_102add88	200	direct_call_neighbor	0	0	1	0	1	3	5		functions/102add88_FUN_102add88.c
11	103005e4	FUN_103005e4	168	direct_call_neighbor	0	0	1	0	1	2	3		functions/103005e4_FUN_103005e4.c
11	1031ee2c	FUN_1031ee2c	198	direct_call_neighbor	0	0	1	0	1	3	13		functions/1031ee2c_FUN_1031ee2c.c
11	10323ea4	FUN_10323ea4	158	direct_call_neighbor	0	0	1	0	1	3	18		functions/10323ea4_FUN_10323ea4.c
11	10323f5c	FUN_10323f5c	138	direct_call_neighbor	0	0	1	0	1	2	18		functions/10323f5c_FUN_10323f5c.c
11	10324ebc	FUN_10324ebc	170	direct_call_neighbor	0	0	1	0	1	15	8		functions/10324ebc_FUN_10324ebc.c
11	10326ac8	FUN_10326ac8	14	direct_call_neighbor	0	0	1	0	2	6	1		functions/10326ac8_FUN_10326ac8.c
11	10333d38	FUN_10333d38	184	direct_call_neighbor	0	0	1	0	1	23	9		functions/10333d38_FUN_10333d38.c
11	1034d7da	FUN_1034d7da	214	direct_call_neighbor	0	0	1	0	1	3	3		functions/1034d7da_FUN_1034d7da.c
11	103c501e	FUN_103c501e	10	direct_call_neighbor	0	0	1	0	2	5	1		functions/103c501e_FUN_103c501e.c
11	103c620c	FUN_103c620c	156	direct_call_neighbor	0	0	1	0	1	1	7		functions/103c620c_FUN_103c620c.c
11	103c849c	FUN_103c849c	12	direct_call_neighbor	0	0	1	0	2	2	0		functions/103c849c_FUN_103c849c.c
11	103c8824	FUN_103c8824	10	direct_call_neighbor	0	0	1	0	2	2	0		functions/103c8824_FUN_103c8824.c
11	103c96bc	FUN_103c96bc	12	direct_call_neighbor	0	0	1	0	2	2	0		functions/103c96bc_FUN_103c96bc.c
11	103c9e30	FUN_103c9e30	192	direct_call_neighbor	0	0	1	0	1	1	4		functions/103c9e30_FUN_103c9e30.c
11	103cf8bc	FUN_103cf8bc	12	semantic_review	1	0	1	0	2	2	0		functions/103cf8bc_FUN_103cf8bc.c
11	103dafc0	FUN_103dafc0	12	direct_call_neighbor	0	0	1	0	2	2	1		functions/103dafc0_FUN_103dafc0.c
11	103dc64c	FUN_103dc64c	8	semantic_review,compat_trace	1	1	1	0	2	3	0		functions/103dc64c_FUN_103dc64c.c
11	103dc834	FUN_103dc834	12	semantic_review	1	0	1	0	2	1	1		functions/103dc834_FUN_103dc834.c
11	103dc840	FUN_103dc840	12	semantic_review	1	0	1	0	2	1	1		functions/103dc840_FUN_103dc840.c
11	103dc84c	FUN_103dc84c	12	semantic_review,compat_trace	1	1	1	0	2	1	1		functions/103dc84c_FUN_103dc84c.c
11	103dc9d0	FUN_103dc9d0	186	direct_call_neighbor	0	0	1	0	1	1	1		functions/103dc9d0_FUN_103dc9d0.c
11	103dcac8	FUN_103dcac8	12	direct_call_neighbor	0	0	1	0	2	3	1		functions/103dcac8_FUN_103dcac8.c
11	103dcade	FUN_103dcade	12	direct_call_neighbor	0	0	1	0	2	2	1		functions/103dcade_FUN_103dcade.c
11	103dcc78	FUN_103dcc78	140	direct_call_neighbor	0	0	1	0	1	0	6		functions/103dcc78_FUN_103dcc78.c
11	103dff14	FUN_103dff14	226	direct_call_neighbor	0	0	1	0	1	1	2		functions/103dff14_FUN_103dff14.c
11	103e027c	FUN_103e027c	12	direct_call_neighbor	0	0	1	0	2	4	0		functions/103e027c_FUN_103e027c.c
11	103e0408	FUN_103e0408	12	direct_call_neighbor	0	0	1	0	2	2	0		functions/103e0408_FUN_103e0408.c
11	103e0428	FUN_103e0428	134	direct_call_neighbor	0	0	1	0	1	1	8		functions/103e0428_FUN_103e0428.c
11	103e79cc	FUN_103e79cc	246	direct_call_neighbor	0	0	1	0	1	3	11		functions/103e79cc_FUN_103e79cc.c
11	103ec682	FUN_103ec682	12	direct_call_neighbor	0	0	1	0	2	7	1		functions/103ec682_FUN_103ec682.c
11	103fcc08	FUN_103fcc08	220	direct_call_neighbor	0	0	1	0	1	1	7		functions/103fcc08_FUN_103fcc08.c
11	103fe420	FUN_103fe420	14	direct_call_neighbor	0	0	1	0	2	2	1		functions/103fe420_FUN_103fe420.c
10	101c4a90	FUN_101c4a90	114	direct_call_neighbor	0	0	1	0	1	1	4		functions/101c4a90_FUN_101c4a90.c
10	101c4f18	FUN_101c4f18	106	direct_call_neighbor	0	0	1	0	1	1	5		functions/101c4f18_FUN_101c4f18.c
10	1021c680	FUN_1021c680	122	direct_call_neighbor	0	0	1	0	1	103	4		functions/1021c680_FUN_1021c680.c
10	1021e234	nuttx_sec_eng_hash_init	74	direct_call_neighbor	0	0	0	0	1	1	6		functions/1021e234_nuttx_sec_eng_hash_init.c
10	102292fc	FUN_102292fc	6	direct_call_neighbor	0	0	1	0	2	7	0		functions/102292fc_FUN_102292fc.c
10	1023399a	FUN_1023399a	74	direct_call_neighbor	0	0	1	0	1	1	1		functions/1023399a_FUN_1023399a.c
10	10240370	FUN_10240370	70	direct_call_neighbor	0	0	1	0	1	4	4		functions/10240370_FUN_10240370.c
10	102416ac	FUN_102416ac	68	direct_call_neighbor	0	0	1	0	1	1	4		functions/102416ac_FUN_102416ac.c
10	10242004	FUN_10242004	74	semantic_review,compat_trace	1	1	1	0	1	0	1		functions/10242004_FUN_10242004.c
10	10242010	FUN_10242010	74	semantic_review,compat_trace	1	1	1	0	1	0	1		functions/10242010_FUN_10242010.c
10	102588ac	FUN_102588ac	86	direct_call_neighbor	0	0	1	0	1	2	4		functions/102588ac_FUN_102588ac.c
10	1025a5d4	FUN_1025a5d4	102	direct_call_neighbor	0	0	1	0	1	12	5		functions/1025a5d4_FUN_1025a5d4.c
10	1025f5f8	FUN_1025f5f8	80	direct_call_neighbor	0	0	1	0	1	4	3		functions/1025f5f8_FUN_1025f5f8.c
10	1025f6e4	FUN_1025f6e4	106	direct_call_neighbor	0	0	1	0	1	8	3		functions/1025f6e4_FUN_1025f6e4.c
10	10265e40	FUN_10265e40	110	direct_call_neighbor	0	0	1	0	1	12	5		functions/10265e40_FUN_10265e40.c
10	10268844	FUN_10268844	122	direct_call_neighbor	0	0	1	0	1	55	3		functions/10268844_FUN_10268844.c
10	10269826	FUN_10269826	72	direct_call_neighbor	0	0	1	0	1	38	3		functions/10269826_FUN_10269826.c
10	1027c2dc	FUN_1027c2dc	64	direct_call_neighbor	0	0	1	0	1	19	4		functions/1027c2dc_FUN_1027c2dc.c
10	1027cabc	FUN_1027cabc	76	direct_call_neighbor	0	0	1	0	1	25	4		functions/1027cabc_FUN_1027cabc.c
10	1028fb94	FUN_1028fb94	74	direct_call_neighbor	0	0	1	0	1	25	3		functions/1028fb94_FUN_1028fb94.c
10	102acde4	FUN_102acde4	80	direct_call_neighbor	0	0	1	0	1	4	4		functions/102acde4_FUN_102acde4.c
10	102adadc	FUN_102adadc	88	direct_call_neighbor	0	0	1	0	1	4	4		functions/102adadc_FUN_102adadc.c
10	102b0518	FUN_102b0518	72	direct_call_neighbor	0	0	1	0	1	12	5		functions/102b0518_FUN_102b0518.c
10	102b83c0	FUN_102b83c0	72	direct_call_neighbor	0	0	1	0	1	4	2		functions/102b83c0_FUN_102b83c0.c
10	10310bd6	FUN_10310bd6	98	direct_call_neighbor	0	0	1	0	1	2	4		functions/10310bd6_FUN_10310bd6.c
10	10311014	FUN_10311014	70	direct_call_neighbor	0	0	1	0	1	3	4		functions/10311014_FUN_10311014.c
10	10314294	FUN_10314294	124	direct_call_neighbor	0	0	1	0	1	38	6		functions/10314294_FUN_10314294.c
10	10327dd4	FUN_10327dd4	114	direct_call_neighbor	0	0	1	0	1	11	5		functions/10327dd4_FUN_10327dd4.c
10	10333e04	FUN_10333e04	116	direct_call_neighbor	0	0	1	0	1	5	6		functions/10333e04_FUN_10333e04.c
10	10333ec0	FUN_10333ec0	90	direct_call_neighbor	0	0	1	0	1	6	3		functions/10333ec0_FUN_10333ec0.c
10	1034ccf4	FUN_1034ccf4	116	direct_call_neighbor	0	0	1	0	1	6	1		functions/1034ccf4_FUN_1034ccf4.c
10	103c660c	FUN_103c660c	94	direct_call_neighbor	0	0	1	0	1	1	2		functions/103c660c_FUN_103c660c.c
10	103c7b90	FUN_103c7b90	72	direct_call_neighbor	0	0	1	0	1	1	2		functions/103c7b90_FUN_103c7b90.c
10	103c877a	FUN_103c877a	70	direct_call_neighbor	0	0	1	0	1	1	3		functions/103c877a_FUN_103c877a.c
10	103c8894	FUN_103c8894	112	direct_call_neighbor	0	0	1	0	1	1	5		functions/103c8894_FUN_103c8894.c
10	103c96cc	FUN_103c96cc	80	direct_call_neighbor	0	0	1	0	1	0	3		functions/103c96cc_FUN_103c96cc.c
10	103c9fd0	FUN_103c9fd0	92	direct_call_neighbor	0	0	1	0	1	1	3		functions/103c9fd0_FUN_103c9fd0.c
10	103ca030	FUN_103ca030	98	direct_call_neighbor	0	0	1	0	1	1	3		functions/103ca030_FUN_103ca030.c
10	103cee2c	FUN_103cee2c	66	direct_call_neighbor	0	0	1	0	1	1	1		functions/103cee2c_FUN_103cee2c.c
10	103d0310	FUN_103d0310	112	direct_call_neighbor	0	0	1	0	1	5	3		functions/103d0310_FUN_103d0310.c
10	103d3ebc	FUN_103d3ebc	64	direct_call_neighbor	0	0	1	0	1	1	4		functions/103d3ebc_FUN_103d3ebc.c
10	103d76b4	FUN_103d76b4	72	direct_call_neighbor	0	0	1	0	1	2	0		functions/103d76b4_FUN_103d76b4.c
10	103dc210	FUN_103dc210	98	direct_call_neighbor	0	0	1	0	1	1	5		functions/103dc210_FUN_103dc210.c
10	103dcb94	audio_tag_timer_cb	88	semantic_review	1	0	0	0	1	0	4		functions/103dcb94_audio_tag_timer_cb.c
10	103dce54	FUN_103dce54	92	direct_call_neighbor	0	0	1	0	1	0	4		functions/103dce54_FUN_103dce54.c
10	103e19fc	FUN_103e19fc	106	semantic_review	1	0	1	0	1	0	4		functions/103e19fc_FUN_103e19fc.c
10	103e7eac	FUN_103e7eac	76	direct_call_neighbor	0	0	1	0	1	1	4		functions/103e7eac_FUN_103e7eac.c
10	103eb4e0	FUN_103eb4e0	124	direct_call_neighbor	0	0	1	0	1	1	5		functions/103eb4e0_FUN_103eb4e0.c
10	103fd988	FUN_103fd988	66	direct_call_neighbor	0	0	1	0	1	12	3		functions/103fd988_FUN_103fd988.c
10	103feb0a	FUN_103feb0a	84	direct_call_neighbor	0	0	1	0	1	1	1		functions/103feb0a_FUN_103feb0a.c
10	103fefdc	FUN_103fefdc	82	direct_call_neighbor	0	0	1	0	1	2	6		functions/103fefdc_FUN_103fefdc.c
10	10401338	thunk_EXT_FUN_0012a980	4	direct_call_neighbor	0	0	1	0	2	3	0		functions/10401338_thunk_EXT_FUN_0012a980.c
10	10401440	thunk_EXT_FUN_0012af4c	4	direct_call_neighbor	0	0	1	0	2	3	0		functions/10401440_thunk_EXT_FUN_0012af4c.c
10	104014c8	thunk_EXT_FUN_0012ae88	4	direct_call_neighbor	0	0	1	0	2	2	0		functions/104014c8_thunk_EXT_FUN_0012ae88.c
10	10401530	thunk_EXT_FUN_0012abd0	4	direct_call_neighbor	0	0	1	0	2	3	0		functions/10401530_thunk_EXT_FUN_0012abd0.c
9	101c48a0	FUN_101c48a0	32	direct_call_neighbor	0	0	1	0	1	2	0		functions/101c48a0_FUN_101c48a0.c
9	1021e1e4	nuttx_sec_eng_open	32	direct_call_neighbor	0	0	0	0	1	1	2		functions/1021e1e4_nuttx_sec_eng_open.c
9	1021e20c	nuttx_sec_eng_close	32	direct_call_neighbor	0	0	0	0	1	1	2		functions/1021e20c_nuttx_sec_eng_close.c
9	1021e288	FUN_1021e288	34	direct_call_neighbor	0	0	1	0	1	1	1		functions/1021e288_FUN_1021e288.c
9	10227210	FUN_10227210	50	direct_call_neighbor	0	0	1	0	1	1	1		functions/10227210_FUN_10227210.c
9	10227248	FUN_10227248	50	direct_call_neighbor	0	0	1	0	1	1	1		functions/10227248_FUN_10227248.c
9	1022c59c	FUN_1022c59c	36	direct_call_neighbor	0	0	1	0	1	0	5		functions/1022c59c_FUN_1022c59c.c
9	10233944	FUN_10233944	34	direct_call_neighbor	0	0	1	0	1	0	4		functions/10233944_FUN_10233944.c
9	10249e54	FUN_10249e54	36	direct_call_neighbor	0	0	1	0	1	24	2		functions/10249e54_FUN_10249e54.c
