score	address	name	body_bytes	evidence	reviewed	compat_modeled	default_name	product_string_count	business_neighbor_count	callers	callees	example_string	file
114	103e03a0	FUN_103e03a0	80	focus_export	0	0	1	0	2	0	3		functions/103e03a0_FUN_103e03a0.c
113	1030e410	FUN_1030e410	48	focus_export	0	0	1	0	2	0	3		functions/1030e410_FUN_1030e410.c
113	103c9bec	dt_thread_new	128	product_name	0	0	0	0	9	8	8		functions/103c9bec_dt_thread_new.c
113	103cf5d8	FUN_103cf5d8	52	focus_export,semantic_review	1	0	1	0	2	1	3		functions/103cf5d8_FUN_103cf5d8.c
113	103cf85a	FUN_103cf85a	40	focus_export,semantic_review	1	0	1	0	2	0	2		functions/103cf85a_FUN_103cf85a.c
113	103cf886	FUN_103cf886	50	focus_export,semantic_review	1	0	1	0	2	0	2		functions/103cf886_FUN_103cf886.c
113	103cf8ca	FUN_103cf8ca	42	focus_export,semantic_review	1	0	1	0	2	0	2		functions/103cf8ca_FUN_103cf8ca.c
113	103e2750	dt_file_trans_event_handler	210	product_name,semantic_review,compat_trace	1	1	0	0	9	3	6		functions/103e2750_dt_file_trans_event_handler.c
112	103c815c	dt_loop	110	product_name	0	0	0	0	9	1	9		functions/103c815c_dt_loop.c
112	103cf770	FUN_103cf770	20	focus_export,semantic_review	1	0	1	0	2	1	1		functions/103cf770_FUN_103cf770.c
112	103d34fc	audio_file_mock	810	product_string,semantic_review	1	0	0	1	10	1	15	/emmc/audio/%014llu	functions/103d34fc_audio_file_mock.c
111	1030e0ec	FUN_1030e0ec	144	focus_export	0	0	1	0	1	0	5		functions/1030e0ec_FUN_1030e0ec.c
111	103e04e0	FUN_103e04e0	12	focus_export	0	0	1	0	2	2	0		functions/103e04e0_FUN_103e04e0.c
110	103d331c	dt_aud_db_update_newest_item	438	product_name,semantic_review	1	0	0	0	8	3	8		functions/103d331c_dt_aud_db_update_newest_item.c
110	103ebf08	FUN_103ebf08	118	focus_export	0	0	1	0	1	2	6		functions/103ebf08_FUN_103ebf08.c
109	1030e318	FUN_1030e318	46	focus_export	0	0	1	0	1	0	2		functions/1030e318_FUN_1030e318.c
109	103cf610	FUN_103cf610	54	focus_export	0	0	1	0	1	0	3		functions/103cf610_FUN_103cf610.c
109	103cf64c	FUN_103cf64c	54	focus_export	0	0	1	0	1	0	3		functions/103cf64c_FUN_103cf64c.c
109	103cf688	FUN_103cf688	54	focus_export	0	0	1	0	1	0	3		functions/103cf688_FUN_103cf688.c
109	103ebf94	FUN_103ebf94	44	focus_export	0	0	1	0	1	2	4		functions/103ebf94_FUN_103ebf94.c
108	102eac50	FUN_102eac50	24	focus_export	0	0	1	0	1	2	1		functions/102eac50_FUN_102eac50.c
108	103cf788	FUN_103cf788	22	focus_export	0	0	1	0	1	0	1		functions/103cf788_FUN_103cf788.c
108	103cf7a4	FUN_103cf7a4	22	focus_export	0	0	1	0	1	0	1		functions/103cf7a4_FUN_103cf7a4.c
108	103cf7c0	FUN_103cf7c0	22	focus_export	0	0	1	0	1	0	1		functions/103cf7c0_FUN_103cf7c0.c
107	101c5730	FUN_101c5730	428	product_string	0	0	1	8	1	1	6	CRITICAL ERROR: sector_size (%d) > DTIOT_BUFFER_SIZE (%d) - would cause buffer overflow!	functions/101c5730_FUN_101c5730.c
107	1030e220	FUN_1030e220	14	focus_export	0	0	1	0	1	0	1		functions/1030e220_FUN_1030e220.c
107	103c76d0	dt_ut_report_init	824	product_name	0	0	0	0	7	1	14		functions/103c76d0_dt_ut_report_init.c
107	103d3e80	dt_aud_db_ts_valid	46	product_name,semantic_review	1	0	0	0	8	7	1		functions/103d3e80_dt_aud_db_ts_valid.c
107	103e02b8	FUN_103e02b8	12	focus_export	0	0	1	0	1	2	0		functions/103e02b8_FUN_103e02b8.c
106	102eac48	FUN_102eac48	6	focus_export	0	0	1	0	1	2	0		functions/102eac48_FUN_102eac48.c
106	103d3f54	dt_aud_db_delete_oldest_item	298	product_name,semantic_review	1	0	0	0	7	1	8		functions/103d3f54_dt_aud_db_delete_oldest_item.c
106	103da3c8	dt_audio_schedule_init	268	product_name,semantic_review,compat_trace	1	1	0	0	7	1	11		functions/103da3c8_dt_audio_schedule_init.c
105	103c6e90	dt_sys_update_alarm	190	product_name	0	0	0	0	7	6	3		functions/103c6e90_dt_sys_update_alarm.c
105	103c99e8	dt_loop_add_repeat_timer	194	product_name	0	0	0	0	7	4	8		functions/103c99e8_dt_loop_add_repeat_timer.c
105	103d387c	dt_aud_db_get_item	202	product_name,semantic_review	1	0	0	0	7	2	7		functions/103d387c_dt_aud_db_get_item.c
104	103c7f80	dt_switch_to_schedule_timer	122	product_name	0	0	0	0	7	4	5		functions/103c7f80_dt_switch_to_schedule_timer.c
104	103c80b8	dt_switch_to_precise_timer	122	product_name	0	0	0	0	7	4	5		functions/103c80b8_dt_switch_to_precise_timer.c
103	103c8a04	dt_datetime_get_seconds	54	product_name	0	0	0	0	7	6	2		functions/103c8a04_dt_datetime_get_seconds.c
103	103c9b1c	dt_malloc	40	product_name	0	0	0	0	7	8	3		functions/103c9b1c_dt_malloc.c
103	103e22cc	dt_file_attr_parse	558	product_name,semantic_review,compat_trace	1	1	0	0	6	1	13		functions/103e22cc_dt_file_attr_parse.c
102	103c7c18	dt_ut_report_save	324	product_name	0	0	0	0	6	2	11		functions/103c7c18_dt_ut_report_save.c
102	103da214	dt_audio_schedule_load_from_storage	274	product_name,semantic_review,compat_trace	1	1	0	0	6	2	7		functions/103da214_dt_audio_schedule_load_from_storage.c
102	103da500	dt_audio_schedule_save_to_storage	330	product_name,semantic_review,compat_trace	1	1	0	0	6	1	9		functions/103da500_dt_audio_schedule_save_to_storage.c
102	103e2104	dt_file_trans_sync	298	product_name,semantic_review	1	0	0	0	6	1	15		functions/103e2104_dt_file_trans_sync.c
102	103e25cc	dt_file_recv_block	360	product_name,semantic_review	1	0	0	0	6	1	8		functions/103e25cc_dt_file_recv_block.c
101	103c7e00	dt_device_status_watch	142	product_name	0	0	0	0	6	3	5		functions/103c7e00_dt_device_status_watch.c
101	103d60a0	audio_data_callback	1302	product_string,semantic_review	1	0	0	2	5	1	13	[VOICE_MEMO] Cache overflow, flushing %zu bytes first\n	functions/103d60a0_audio_data_callback.c
100	103c8024	dt_switch_to_normal_timer	108	product_name	0	0	0	0	6	3	5		functions/103c8024_dt_switch_to_normal_timer.c
99	103c72c8	dt_sys_control_cpufreq_pull	40	product_name	0	0	0	0	6	5	2		functions/103c72c8_dt_sys_control_cpufreq_pull.c
99	103c9070	FUN_103c9070	496	product_string	0	0	1	3	3	1	23	[DTIOT]Failed to open fatal log file(%s)\n	functions/103c9070_FUN_103c9070.c
99	103d395c	dt_aud_db_ts_to_interval	552	product_name,semantic_review	1	0	0	0	5	1	4		functions/103d395c_dt_aud_db_ts_to_interval.c
98	103d3bac	dt_aud_db_query_range_core	382	product_name,semantic_review	1	0	0	0	5	1	8		functions/103d3bac_dt_aud_db_query_range_core.c
98	103d9554	dt_audio_manager_service_start	366	product_name,semantic_review	1	0	0	0	5	0	17		functions/103d9554_dt_audio_manager_service_start.c
97	103c8f0c	dt_file_remove_dir_contents	210	product_name,semantic_review	1	0	0	0	5	3	10		functions/103c8f0c_dt_file_remove_dir_contents.c
97	103e1d64	dt_file_trans_get_list	128	product_name,semantic_review	1	0	0	0	5	1	6		functions/103e1d64_dt_file_trans_get_list.c
96	103c8ab4	dt_file_read	86	product_name,semantic_review	1	0	0	0	5	4	4		functions/103c8ab4_dt_file_read.c
96	103c9ac8	dt_loop_cancel_repeat_timer	74	product_name	0	0	0	0	5	3	5		functions/103c9ac8_dt_loop_cancel_repeat_timer.c
95	103e20c0	dt_file_trans_sync_cancle	56	product_name,semantic_review	1	0	0	0	5	2	4		functions/103e20c0_dt_file_trans_sync_cancle.c
94	103c6f70	dt_sys_alarm_handler	264	product_name	0	0	0	0	4	0	10		functions/103c6f70_dt_sys_alarm_handler.c
94	103c8d40	dt_file_copy	428	product_name,semantic_review	1	0	0	0	4	1	11		functions/103c8d40_dt_file_copy.c
94	103d9880	dt_audio_manager_service_stop	304	product_name,semantic_review	1	0	0	0	4	0	14		functions/103d9880_dt_audio_manager_service_stop.c
93	103c985c	dt_loop_new	216	product_name	0	0	0	0	4	1	13		functions/103c985c_dt_loop_new.c
93	103e1fbc	dt_file_trans_sync_end	242	product_name,semantic_review	1	0	0	0	4	1	8		functions/103e1fbc_dt_file_trans_sync_end.c
92	103c71fc	dt_sys_control_init	102	product_name	0	0	0	0	4	1	6		functions/103c71fc_dt_sys_control_init.c
92	103da754	dt_audio_schedule_clear	90	product_name,semantic_review,compat_trace	1	1	0	0	4	1	6		functions/103da754_dt_audio_schedule_clear.c
92	103dc5a8	dt_device_init	92	product_name,semantic_review	1	0	0	0	4	2	5		functions/103dc5a8_dt_device_init.c
92	103e1bf4	dt_file_transer_file_send_header	66	product_name,semantic_review	1	0	0	0	4	1	4		functions/103e1bf4_dt_file_transer_file_send_header.c
92	103e1c44	dt_file_transer_file_send_block	68	product_name,semantic_review	1	0	0	0	4	1	4		functions/103e1c44_dt_file_transer_file_send_block.c
92	103e1c94	dt_file_transer_file_resend_block	68	product_name,semantic_review	1	0	0	0	4	1	4		functions/103e1c94_dt_file_transer_file_resend_block.c
92	103e2280	dt_file_trans_delete	64	product_name,semantic_review	1	0	0	0	4	1	4		functions/103e2280_dt_file_trans_delete.c
92	103e2580	dt_file_async_verify	64	product_name,semantic_review	1	0	0	0	4	1	4		functions/103e2580_dt_file_async_verify.c
91	103c7174	dt_sys_alrm_aud_block_hook	58	product_name	0	0	0	0	4	2	5		functions/103c7174_dt_sys_alrm_aud_block_hook.c
91	103c71bc	dt_sys_alrm_aud_block_hook_cancel	50	product_name	0	0	0	0	4	2	4		functions/103c71bc_dt_sys_alrm_aud_block_hook_cancel.c
91	103c72f8	dt_sys_control_cpufreq_relax	40	product_name	0	0	0	0	4	4	2		functions/103c72f8_dt_sys_control_cpufreq_relax.c
91	103da1c8	dt_audio_schedule_clear_storage	60	product_name,semantic_review	1	0	0	0	4	3	3		functions/103da1c8_dt_audio_schedule_clear_storage.c
91	103e2250	dt_file_trans_sync_cancle_nolock	34	product_name,semantic_review	1	0	0	0	4	3	1		functions/103e2250_dt_file_trans_sync_cancle_nolock.c
91	103e253c	dt_file_transer_file_recv_header	60	product_name,semantic_review	1	0	0	0	4	1	3		functions/103e253c_dt_file_transer_file_recv_header.c
90	1030c67c	FUN_1030c67c	212	product_string	0	0	1	1	5	1	9	Hello DTIOT Flash!	functions/1030c67c_FUN_1030c67c.c
90	103d96f8	dt_audio_manager_service_pause	350	product_name,semantic_review	1	0	0	0	3	0	13		functions/103d96f8_dt_audio_manager_service_pause.c
89	103a68c8	FUN_103a68c8	118	product_string	0	0	1	3	1	1	5	bes_composite: Configuring DingTalk device at dev_idx=%d\n	functions/103a68c8_FUN_103a68c8.c
89	103c5dbc	dt_file_transfer_calc_md5	238	product_name,semantic_review	1	0	0	0	3	2	13		functions/103c5dbc_dt_file_transfer_calc_md5.c
89	103d5444	dt_audio_pause	138	product_name,semantic_review,compat_trace	1	1	0	0	3	1	5		functions/103d5444_dt_audio_pause.c
88	101c4ba0	factory_section_set_wifi_address	118	product_name	0	0	0	0	3	3	5		functions/101c4ba0_factory_section_set_wifi_address.c
88	103c7098	dt_sys_control_alarm_activing	72	product_name	0	0	0	0	3	1	5		functions/103c7098_dt_sys_control_alarm_activing.c
88	103c7ea4	dt_precise_timer_callback	92	product_name	0	0	0	0	3	0	4		functions/103c7ea4_dt_precise_timer_callback.c
88	103c7f2c	dt_schedule_timer_callback	70	product_name	0	0	0	0	3	0	4		functions/103c7f2c_dt_schedule_timer_callback.c
88	103c89b0	dt_datetime_set_seconds	70	product_name	0	0	0	0	3	3	2		functions/103c89b0_dt_datetime_set_seconds.c
88	103c8b14	dt_file_read_v2	94	product_name,semantic_review	1	0	0	0	3	2	4		functions/103c8b14_dt_file_read_v2.c
88	103c9950	dt_loop_start	126	product_name	0	0	0	0	3	1	4		functions/103c9950_dt_loop_start.c
88	103d28d4	dt_aud_db_active_seg_hexdump	106	product_name,semantic_review	1	0	0	0	3	1	2		functions/103d28d4_dt_aud_db_active_seg_hexdump.c
88	103d2ff0	dt_aud_db_init_mock	70	product_name,semantic_review	1	0	0	0	3	1	3		functions/103d2ff0_dt_aud_db_init_mock.c
88	103da174	dt_audio_schedule_ensure_dir	66	product_name,semantic_review	1	0	0	0	3	2	3		functions/103da174_dt_audio_schedule_ensure_dir.c
88	103e1ce4	dt_file_trans_init	108	product_name,semantic_review	1	0	0	0	3	1	7		functions/103e1ce4_dt_file_trans_init.c
87	103c70ec	dt_sys_control_alarm_activing_cancel	50	product_name	0	0	0	0	3	1	4		functions/103c70ec_dt_sys_control_alarm_activing_cancel.c
87	103c712c	dt_sys_alarm_ble_conn	58	product_name	0	0	0	0	3	1	5		functions/103c712c_dt_sys_alarm_ble_conn.c
86	101c456c	factory_section_reset	268	product_name,semantic_review	1	0	0	0	2	1	5		functions/101c456c_factory_section_reset.c
86	103c3d84	dt_eshell_help	304	product_name	0	0	0	0	2	1	1		functions/103c3d84_dt_eshell_help.c
85	101c48cc	factory_section_set_bt_name	158	product_name	0	0	0	0	2	3	4		functions/101c48cc_factory_section_set_bt_name.c
85	101c4984	factory_section_set_ble_name	160	product_name	0	0	0	0	2	3	5		functions/101c4984_factory_section_set_ble_name.c
85	101c504c	factory_section_set_serial_number	156	product_name	0	0	0	0	2	1	6		functions/101c504c_factory_section_set_serial_number.c
85	103c5080	dt_kvdb_set_string	164	product_name	0	0	0	0	2	2	6		functions/103c5080_dt_kvdb_set_string.c
85	103d4790	dt_audio_resume	204	product_name,semantic_review,compat_trace	1	1	0	0	2	1	4		functions/103d4790_dt_audio_resume.c
85	103d7b30	dt_audio_control_init	128	product_name,semantic_review	1	0	0	0	2	1	3		functions/103d7b30_dt_audio_control_init.c
84	101c3ff0	factory_copy_data_to_bak_factory	98	product_name,semantic_review	1	0	0	0	2	1	4		functions/101c3ff0_factory_copy_data_to_bak_factory.c
84	101c406c	factory_bak_copy_data_to_factory	98	product_name,semantic_review	1	0	0	0	2	1	4		functions/101c406c_factory_bak_copy_data_to_factory.c
84	101c51f4	FUN_101c51f4	60	product_string	0	0	1	2	2	2	2	####__dtiot_start = %p	functions/101c51f4_FUN_101c51f4.c
84	103c6e00	dt_sys_control	116	product_name	0	0	0	0	2	0	5		functions/103c6e00_dt_sys_control.c
84	103c7328	dt_sys_control_cpufreq_set_by_type	96	product_name	0	0	0	0	2	1	2		functions/103c7328_dt_sys_control_cpufreq_set_by_type.c
84	103c8a44	dt_file_fread	102	product_name,semantic_review	1	0	0	0	2	1	5		functions/103c8a44_dt_file_fread.c
84	103c8b7c	dt_file_fwrite	82	product_name,semantic_review	1	0	0	0	2	1	4		functions/103c8b7c_dt_file_fwrite.c
84	103c9f0c	dt_timer_cancel	106	product_name	0	0	0	0	2	1	4		functions/103c9f0c_dt_timer_cancel.c
84	103dc7cc	dt_dinger_cap_sdk_version_parse	84	product_name,semantic_review	1	0	0	0	2	1	2		functions/103dc7cc_dt_dinger_cap_sdk_version_parse.c
84	103e457c	dt_pm_manager_init	126	product_name	0	0	0	0	2	1	5		functions/103e457c_dt_pm_manager_init.c
83	101c411c	factory_section_bt_open	602	product_name,semantic_review	1	0	0	0	1	1	3		functions/101c411c_factory_section_bt_open.c
83	103c727c	dt_sys_control_pm_event_register	58	product_name	0	0	0	0	2	2	2		functions/103c727c_dt_sys_control_pm_event_register.c
83	103c9690	dt_log_record	32	product_name	0	0	0	0	2	1	1		functions/103c9690_dt_log_record.c
83	103c9cb8	dt_thread_free	36	product_name	0	0	0	0	2	1	2		functions/103c9cb8_dt_thread_free.c
83	103dade8	dt_audio_schedule_on_external_recording_start	40	product_name,semantic_review	1	0	0	0	2	1	3		functions/103dade8_dt_audio_schedule_on_external_recording_start.c
82	1022687c	factory_section_save_date_to_flash	310	product_name,semantic_review	1	0	0	0	1	1	10		functions/1022687c_factory_section_save_date_to_flash.c
82	103c7f0c	dt_normal_timer_callback	22	product_name	0	0	0	0	2	0	2		functions/103c7f0c_dt_normal_timer_callback.c
82	103c9720	dt_loop_thread_func	294	product_name	0	0	0	0	1	0	12		functions/103c9720_dt_loop_thread_func.c
82	103d9a08	dt_audio_send_config	306	product_name,semantic_review	1	0	0	0	1	0	12		functions/103d9a08_dt_audio_send_config.c
81	101c4c34	factory_section_set_wifi_tx_power_ch	128	product_name	0	0	0	0	1	1	4		functions/101c4c34_factory_section_set_wifi_tx_power_ch.c
81	101c5108	factory_section_save_dc_cali_data	182	product_name	0	0	0	0	1	1	4		functions/101c5108_factory_section_save_dc_cali_data.c
81	1030ca7c	FUN_1030ca7c	88	product_string	0	0	1	1	3	1	3	DTIOT HAL Init/Deinit Test	functions/1030ca7c_FUN_1030ca7c.c
81	103dc148	FUN_103dc148	112	product_string	0	0	1	1	3	1	8	dtiot_hal_bt_init failed ret:%d\n	functions/103dc148_FUN_103dc148.c
80	101c4ce8	factory_section_set_wifi_temp	112	product_name	0	0	0	0	1	1	4		functions/101c4ce8_factory_section_set_wifi_temp.c
80	101c4d8c	factory_section_set_bt_tx_power	116	product_name	0	0	0	0	1	1	4		functions/101c4d8c_factory_section_set_bt_tx_power.c
80	101c4e14	factory_section_set_wifi_xtal	86	product_name	0	0	0	0	1	1	4		functions/101c4e14_factory_section_set_wifi_xtal.c
80	101c4e7c	factory_section_set_wifi_power_type	120	product_name	0	0	0	0	1	1	4		functions/101c4e7c_factory_section_set_wifi_power_type.c
80	101c4fb0	factory_section_set_ble_power_control	96	product_name	0	0	0	0	1	1	4		functions/101c4fb0_factory_section_set_ble_power_control.c
80	103ceda8	FUN_103ceda8	34	product_string	0	0	1	2	1	0	1	dtiot_ble_state_change	functions/103ceda8_FUN_103ceda8.c
80	103d6dec	dt_audio_control_ota_event_cb	100	product_name,semantic_review	1	0	0	0	1	0	3		functions/103d6dec_dt_audio_control_ota_event_cb.c
79	103c7bdc	dt_ut_report_notify_auth_changed	48	product_name	0	0	0	0	1	1	4		functions/103c7bdc_dt_ut_report_notify_auth_changed.c
79	103dc74c	FUN_103dc74c	30	product_string	0	0	1	2	1	2	1	Dingtalk A1	functions/103dc74c_FUN_103dc74c.c
79	103e414c	dt_ramlogd	826	product_name	0	0	0	0	0	0	27		functions/103e414c_dt_ramlogd.c
78	103e460c	FUN_103e460c	192	product_string	0	0	1	2	0	1	3	[DTIOT][LOG]pm_filter_check --------------- pm event generated: %s (%d -> %d)\n	functions/103e460c_FUN_103e460c.c
77	103e9214	lnv_key_callback	136	product_name	0	0	0	0	0	0	2		functions/103e9214_lnv_key_callback.c
75	101c3ef4	factory_callback	36	product_name	0	0	0	0	0	0	1		functions/101c3ef4_factory_callback.c
75	102adf00	dtiot_led_red_on	54	product_name	0	0	0	0	0	4	4		functions/102adf00_dtiot_led_red_on.c
75	102adf48	dtiot_led_green_on	54	product_name	0	0	0	0	0	4	4		functions/102adf48_dtiot_led_green_on.c
75	102adf90	dtiot_led_blue_on	54	product_name	0	0	0	0	0	4	4		functions/102adf90_dtiot_led_blue_on.c
75	103c7398	FUN_103c7398	18	product_string	0	0	1	1	2	1	2	/emmc/audio	functions/103c7398_FUN_103c7398.c
74	102ae11c	dtiot_led_init	24	product_name	0	0	0	0	0	1	2		functions/102ae11c_dtiot_led_init.c
74	102ae13c	dtiot_led_deinit	24	product_name	0	0	0	0	0	1	2		functions/102ae13c_dtiot_led_deinit.c
74	103db6e4	FUN_103db6e4	172	product_string	0	0	1	1	1	2	5	dtiot_hal_bt_send failed ret:%d len %d\n	functions/103db6e4_FUN_103db6e4.c
73	103db16c	FUN_103db16c	100	product_string	0	0	1	1	1	0	3	dtiot_hal_bt_config failed ret=%d,interval:%d,rssi:%d\n	functions/103db16c_FUN_103db16c.c
73	103db1e0	FUN_103db1e0	100	product_string	0	0	1	1	1	0	3	dtiot_hal_bt_config failed ret=%d,interval:%d,rssi:%d\n	functions/103db1e0_FUN_103db1e0.c
72	103ced7c	FUN_103ced7c	32	product_string	0	0	1	1	1	0	1	on_dtiot_ble_connect_state_change err!!!\n	functions/103ced7c_FUN_103ced7c.c
72	103e8d00	FUN_103e8d00	60	product_string	0	0	1	1	1	1	1	/dev/dingtalk	functions/103e8d00_FUN_103e8d00.c
71	10300498	FUN_10300498	306	product_string	0	0	1	1	0	3	6	"'#;\n 10278eba 10278e90 FUN_10278e90 10498ea8 StackUsed: 1027944c 10279248 FUN_10279248 10498eb3 StackSize: 102792fe 10279248 FUN_10279248 10498ebe SigMask: 1027942c 10279248 FUN_10279248 10498ec7 Scheduler: 10279414 10279248 FUN_102792"	functions/10300498_FUN_10300498.c
71	10308c38	FUN_10308c38	28	product_string	0	0	1	1	1	0	2	[DTIOT]ddc----------- Input %d commands\n	functions/10308c38_FUN_10308c38.c
71	103e7cc8	FUN_103e7cc8	30	product_string	0	0	1	1	1	3	1	Error: dtiot_ble_receive callback is NULL	functions/103e7cc8_FUN_103e7cc8.c
71	103e8d70	FUN_103e8d70	382	product_string	0	0	1	1	0	0	10	/dev/dingtalk	functions/103e8d70_FUN_103e8d70.c
70	10294c48	FUN_10294c48	128	product_string	0	0	1	1	0	0	4	/home/jell/ding_nuttx_0701/boards/best1700_ep/dtiot_2800hp/configs/ap	functions/10294c48_FUN_10294c48.c
70	10303cb8	FUN_10303cb8	156	product_string	0	0	1	1	0	1	1	besbt coremark	functions/10303cb8_FUN_10303cb8.c
70	103e8690	FUN_103e8690	134	product_string	0	0	1	1	0	0	2	/dev/dingtalk	functions/103e8690_FUN_103e8690.c
69	10228328	FUN_10228328	74	product_string	0	0	1	1	0	3	2	bwifi_get_current_ssid	functions/10228328_FUN_10228328.c
69	10228388	FUN_10228388	74	product_string	0	0	1	1	0	4	2	bwifi_get_current_bssid	functions/10228388_FUN_10228388.c
68	103cfd50	FUN_103cfd50	50	product_string	0	0	1	1	0	0	2	DTIOT_SDK_R_V1.0.0	functions/103cfd50_FUN_103cfd50.c
68	103e8388	FUN_103e8388	44	product_string	0	0	1	1	0	0	0	DingTalk Interface	functions/103e8388_FUN_103e8388.c
67	103e83dc	FUN_103e83dc	20	product_string	0	0	1	1	0	0	2	/dev/dingtalk	functions/103e83dc_FUN_103e83dc.c
66	10303e18	FUN_10303e18	14	product_string	0	0	1	1	0	1	1	coremark_test	functions/10303e18_FUN_10303e18.c
47	103d2640	FUN_103d2640	170	semantic_review,compat_trace	1	1	1	0	10	8	4		functions/103d2640_FUN_103d2640.c
46	10266070	FUN_10266070	94	direct_call_neighbor	0	0	1	0	10	149	6		functions/10266070_FUN_10266070.c
46	103d0d80	FUN_103d0d80	70	direct_call_neighbor	0	0	1	0	32	34	2		functions/103d0d80_FUN_103d0d80.c
45	1022d5a4	FUN_1022d5a4	34	direct_call_neighbor	0	0	1	0	14	26	0		functions/1022d5a4_FUN_1022d5a4.c
45	1025a6ec	FUN_1025a6ec	58	direct_call_neighbor	0	0	1	0	30	200	4		functions/1025a6ec_FUN_1025a6ec.c
45	10265f40	FUN_10265f40	56	direct_call_neighbor	0	0	1	0	16	46	2		functions/10265f40_FUN_10265f40.c
45	10265f78	FUN_10265f78	60	direct_call_neighbor	0	0	1	0	25	291	3		functions/10265f78_FUN_10265f78.c
45	1026998a	FUN_1026998a	40	direct_call_neighbor	0	0	1	0	12	64	1		functions/1026998a_FUN_1026998a.c
45	102699e8	FUN_102699e8	34	direct_call_neighbor	0	0	1	0	10	124	0		functions/102699e8_FUN_102699e8.c
45	10269a48	FUN_10269a48	34	direct_call_neighbor	0	0	1	0	56	1212	1		functions/10269a48_FUN_10269a48.c
45	1026bdbc	FUN_1026bdbc	54	direct_call_neighbor	0	0	1	0	24	118	1		functions/1026bdbc_FUN_1026bdbc.c
45	1028e670	FUN_1028e670	42	direct_call_neighbor	0	0	1	0	12	29	2		functions/1028e670_FUN_1028e670.c
45	103c5220	FUN_103c5220	38	direct_call_neighbor	0	0	1	0	12	12	3		functions/103c5220_FUN_103c5220.c
45	103c8928	FUN_103c8928	50	direct_call_neighbor	0	0	1	0	21	25	1		functions/103c8928_FUN_103c8928.c
45	103c8960	FUN_103c8960	58	direct_call_neighbor	0	0	1	0	17	20	1		functions/103c8960_FUN_103c8960.c
45	103d0eac	FUN_103d0eac	40	direct_call_neighbor	0	0	1	0	17	17	3		functions/103d0eac_FUN_103d0eac.c
45	103d0eee	FUN_103d0eee	42	direct_call_neighbor	0	0	1	0	16	16	1		functions/103d0eee_FUN_103d0eee.c
45	103d9b8c	FUN_103d9b8c	52	direct_call_neighbor	0	0	1	0	11	11	1		functions/103d9b8c_FUN_103d9b8c.c
44	1021d51c	FUN_1021d51c	26	direct_call_neighbor	0	0	1	0	28	653	1		functions/1021d51c_FUN_1021d51c.c
44	10264bc0	FUN_10264bc0	22	direct_call_neighbor	0	0	1	0	18	582	1		functions/10264bc0_FUN_10264bc0.c
44	1026bf44	FUN_1026bf44	16	direct_call_neighbor	0	0	1	0	33	1078	1		functions/1026bf44_FUN_1026bf44.c
44	1026bf58	FUN_1026bf58	30	direct_call_neighbor	0	0	1	0	14	409	2		functions/1026bf58_FUN_1026bf58.c
44	1028dcf0	FUN_1028dcf0	28	direct_call_neighbor	0	0	1	0	19	214	2		functions/1028dcf0_FUN_1028dcf0.c
44	1028f3a2	FUN_1028f3a2	30	direct_call_neighbor	0	0	1	0	10	36	2		functions/1028f3a2_FUN_1028f3a2.c
44	103c8800	FUN_103c8800	24	direct_call_neighbor	0	0	1	0	11	16	2		functions/103c8800_FUN_103c8800.c
44	103c9bae	FUN_103c9bae	16	direct_call_neighbor	0	0	1	0	14	14	2		functions/103c9bae_FUN_103c9bae.c
44	103cfd38	FUN_103cfd38	20	direct_call_neighbor	0	0	1	0	20	23	1		functions/103cfd38_FUN_103cfd38.c
44	103d0e52	FUN_103d0e52	16	direct_call_neighbor	0	0	1	0	16	16	1		functions/103d0e52_FUN_103d0e52.c
44	103d0e74	FUN_103d0e74	28	direct_call_neighbor	0	0	1	0	23	23	1		functions/103d0e74_FUN_103d0e74.c
44	103d0f18	FUN_103d0f18	30	direct_call_neighbor	0	0	1	0	10	10	2		functions/103d0f18_FUN_103d0f18.c
44	103d0f46	FUN_103d0f46	16	direct_call_neighbor	0	0	1	0	17	17	1		functions/103d0f46_FUN_103d0f46.c
44	103e3c04	FUN_103e3c04	404	direct_call_neighbor	0	0	1	0	9	8	6		functions/103e3c04_FUN_103e3c04.c
43	10265a8c	FUN_10265a8c	12	direct_call_neighbor	0	0	1	0	30	194	1		functions/10265a8c_FUN_10265a8c.c
43	10267c9e	FUN_10267c9e	246	direct_call_neighbor	0	0	1	0	9	57	9		functions/10267c9e_FUN_10267c9e.c
43	103c7b88	FUN_103c7b88	8	direct_call_neighbor	0	0	1	0	20	20	0		functions/103c7b88_FUN_103c7b88.c
43	103c9b88	FUN_103c9b88	12	direct_call_neighbor	0	0	1	0	30	51	1		functions/103c9b88_FUN_103c9b88.c
43	103c9bc4	FUN_103c9bc4	10	direct_call_neighbor	0	0	1	0	63	82	1		functions/103c9bc4_FUN_103c9bc4.c
43	103c9bce	FUN_103c9bce	10	direct_call_neighbor	0	0	1	0	64	83	1		functions/103c9bce_FUN_103c9bce.c
43	103c9ce4	FUN_103c9ce4	14	direct_call_neighbor	0	0	1	0	11	12	1		functions/103c9ce4_FUN_103c9ce4.c
43	103d0e34	FUN_103d0e34	14	direct_call_neighbor	0	0	1	0	27	27	1		functions/103d0e34_FUN_103d0e34.c
42	103d22f8	FUN_103d22f8	70	direct_call_neighbor	0	0	1	0	9	10	2		functions/103d22f8_FUN_103d22f8.c
